Id,LinearSVM,NaiveBayes,Random Forest,RBF G=0.02,Average,Prediction
3281,0,1,1,0,0.5,1
3282,0,1,0,0,0.25,0
3283,1,1,1,1,1,1
3284,0,0,0,0,0,0
3285,0,0,0,0,0,0
3286,0,1,0,0,0.25,0
3287,0,0,0,0,0,0
3288,0,0,1,0,0.25,0
3289,1,1,1,1,1,1
3290,0,1,0,1,0.5,1
3291,0,0,0,0,0,0
3292,0,1,0,0,0.25,0
3293,0,0,0,0,0,0
3294,1,1,1,1,1,1
3295,1,1,0,1,0.75,1
3296,0,0,1,0,0.25,0
3297,0,1,1,1,0.75,1
3298,1,1,1,1,1,1
3299,1,1,0,1,0.75,1
3300,1,1,1,1,1,1
3301,0,0,0,0,0,0
3302,1,1,1,1,1,1
3303,0,0,0,0,0,0
3304,1,1,1,1,1,1
3305,0,1,1,0,0.5,1
3306,1,1,1,1,1,1
3307,1,1,1,1,1,1
3308,0,0,0,0,0,0
3309,1,1,1,1,1,1
3310,1,1,1,1,1,1
3311,1,0,0,0,0.25,0
3312,1,1,1,1,1,1
3313,1,1,1,1,1,1
3314,0,0,0,0,0,0
3315,1,0,0,0,0.25,0
3316,1,1,1,1,1,1
3317,1,1,1,1,1,1
3318,1,1,1,1,1,1
3319,0,0,0,0,0,0
3320,1,1,1,0,0.75,1
3321,1,1,1,1,1,1
3322,1,1,1,1,1,1
3323,0,0,0,0,0,0
3324,0,0,0,0,0,0
3325,1,1,1,1,1,1
3326,0,0,0,0,0,0
3327,0,0,0,0,0,0
3328,0,0,0,0,0,0
3329,1,1,1,1,1,1
3330,1,1,1,1,1,1
3331,1,1,1,1,1,1
3332,0,0,0,0,0,0
3333,1,1,1,1,1,1
3334,0,0,0,0,0,0
3335,1,1,0,0,0.5,1
3336,0,1,0,0,0.25,0
3337,0,0,0,0,0,0
3338,0,1,0,0,0.25,0
3339,0,0,0,0,0,0
3340,0,1,0,0,0.25,0
3341,1,1,0,0,0.5,1
3342,0,1,1,0,0.5,1
3343,1,1,1,1,1,1
3344,0,1,0,0,0.25,0
3345,0,0,0,0,0,0
3346,0,0,0,0,0,0
3347,0,0,0,0,0,0
3348,0,0,0,1,0.25,0
3349,1,1,1,1,1,1
3350,1,1,1,1,1,1
3351,0,1,0,0,0.25,0
3352,1,1,1,1,1,1
3353,1,1,1,1,1,1
3354,1,1,1,1,1,1
3355,0,0,0,0,0,0
3356,1,1,1,1,1,1
3357,0,1,0,0,0.25,0
3358,1,1,1,1,1,1
3359,0,0,0,0,0,0
3360,1,1,1,1,1,1
3361,0,0,0,0,0,0
3362,0,0,0,0,0,0
3363,1,1,1,1,1,1
3364,1,1,0,0,0.5,1
3365,1,1,1,1,1,1
3366,0,0,0,0,0,0
3367,0,1,0,0,0.25,0
3368,1,1,0,0,0.5,1
3369,0,1,1,1,0.75,1
3370,1,1,1,1,1,1
3371,0,0,0,0,0,0
3372,1,1,1,1,1,1
3373,1,1,1,1,1,1
3374,0,0,0,0,0,0
3375,1,1,0,1,0.75,1
3376,1,1,1,0,0.75,1
3377,0,0,0,0,0,0
3378,1,1,1,1,1,1
3379,1,1,1,1,1,1
3380,1,1,1,1,1,1
3381,0,0,0,0,0,0
3382,1,1,1,1,1,1
3383,1,1,0,0,0.5,1
3384,0,1,1,1,0.75,1
3385,1,1,1,1,1,1
3386,0,1,0,1,0.5,1
3387,1,0,0,0,0.25,0
3388,1,1,1,1,1,1
3389,1,1,1,1,1,1
3390,0,0,0,0,0,0
3391,0,0,0,0,0,0
3392,0,0,0,0,0,0
3393,1,1,1,1,1,1
3394,0,0,0,0,0,0
3395,1,1,1,1,1,1
3396,1,1,1,1,1,1
3397,0,1,0,0,0.25,0
3398,0,0,0,0,0,0
3399,0,0,0,0,0,0
3400,0,0,0,0,0,0
3401,0,1,0,0,0.25,0
3402,0,1,0,0,0.25,0
3403,1,1,1,1,1,1
3404,1,1,0,1,0.75,1
3405,0,0,0,0,0,0
3406,1,1,1,1,1,1
3407,1,1,1,1,1,1
3408,0,0,0,0,0,0
3409,0,1,0,0,0.25,0
3410,1,1,1,1,1,1
3411,1,1,1,1,1,1
3412,1,1,1,1,1,1
3413,0,0,0,0,0,0
3414,1,1,1,1,1,1
3415,0,0,0,0,0,0
3416,1,1,1,1,1,1
3417,0,1,0,0,0.25,0
3418,1,1,1,1,1,1
3419,1,1,1,1,1,1
3420,0,0,0,0,0,0
3421,1,1,0,0,0.5,1
3422,0,0,0,0,0,0
3423,0,0,0,0,0,0
3424,1,1,1,1,1,1
3425,0,0,0,0,0,0
3426,1,1,1,1,1,1
3427,0,0,0,0,0,0
3428,0,1,1,0,0.5,1
3429,0,0,0,0,0,0
3430,0,1,0,0,0.25,0
3431,0,0,0,0,0,0
3432,1,1,1,1,1,1
3433,1,1,1,1,1,1
3434,0,0,0,1,0.25,0
3435,1,1,1,1,1,1
3436,1,1,1,0,0.75,1
3437,1,1,1,1,1,1
3438,0,0,0,0,0,0
3439,1,1,1,1,1,1
3440,0,0,0,0,0,0
3441,1,1,1,1,1,1
3442,0,0,0,0,0,0
3443,1,1,1,1,1,1
3444,1,1,1,1,1,1
3445,1,1,1,1,1,1
3446,0,0,0,0,0,0
3447,0,1,0,0,0.25,0
3448,1,1,1,1,1,1
3449,0,1,0,0,0.25,0
3450,0,0,0,0,0,0
3451,1,1,1,0,0.75,1
3452,1,1,1,1,1,1
3453,0,0,0,0,0,0
3454,0,0,0,0,0,0
3455,1,1,1,1,1,1
3456,0,0,0,0,0,0
3457,1,1,1,1,1,1
3458,0,0,0,0,0,0
3459,1,1,1,1,1,1
3460,1,1,1,1,1,1
3461,1,1,1,1,1,1
3462,0,1,0,0,0.25,0
3463,1,1,1,1,1,1
3464,1,1,1,1,1,1
3465,0,0,0,0,0,0
3466,0,1,0,0,0.25,0
3467,0,0,0,0,0,0
3468,0,0,0,0,0,0
3469,0,0,0,0,0,0
3470,0,1,0,0,0.25,0
3471,1,1,1,1,1,1
3472,1,1,1,1,1,1
3473,1,1,1,1,1,1
3474,0,0,0,0,0,0
3475,1,1,1,1,1,1
3476,1,1,1,1,1,1
3477,1,1,1,1,1,1
3478,0,1,0,0,0.25,0
3479,0,1,0,0,0.25,0
3480,0,0,0,0,0,0
3481,1,1,1,1,1,1
3482,1,1,1,1,1,1
3483,0,0,0,0,0,0
3484,0,0,0,0,0,0
3485,0,0,0,0,0,0
3486,1,1,1,1,1,1
3487,0,0,0,0,0,0
3488,0,0,0,0,0,0
3489,0,0,0,0,0,0
3490,0,0,0,0,0,0
3491,0,0,0,0,0,0
3492,1,1,1,1,1,1
3493,1,1,1,1,1,1
3494,1,1,1,1,1,1
3495,0,0,0,0,0,0
3496,1,1,1,1,1,1
3497,1,1,1,1,1,1
3498,0,0,0,0,0,0
3499,1,1,1,1,1,1
3500,0,0,0,0,0,0
3501,0,0,0,0,0,0
3502,1,0,0,0,0.25,0
3503,0,1,1,0,0.5,1
3504,0,1,0,0,0.25,0
3505,1,1,1,1,1,1
3506,0,1,0,0,0.25,0
3507,1,1,1,1,1,1
3508,0,0,0,0,0,0
3509,1,1,1,1,1,1
3510,0,0,0,0,0,0
3511,1,1,1,1,1,1
3512,1,1,1,1,1,1
3513,0,0,0,0,0,0
3514,0,0,0,0,0,0
3515,0,0,0,0,0,0
3516,1,1,1,1,1,1
3517,1,1,1,1,1,1
3518,1,1,1,1,1,1
3519,0,0,0,0,0,0
3520,0,0,0,0,0,0
3521,1,1,1,1,1,1
3522,1,1,1,1,1,1
3523,0,0,0,0,0,0
3524,1,1,0,0,0.5,1
3525,0,0,0,0,0,0
3526,0,0,0,0,0,0
3527,1,1,1,1,1,1
3528,0,0,0,0,0,0
3529,0,0,0,1,0.25,0
3530,1,1,1,0,0.75,1
3531,1,1,1,1,1,1
3532,1,1,1,1,1,1
3533,0,0,0,0,0,0
3534,0,0,0,0,0,0
3535,0,0,0,0,0,0
3536,1,1,1,1,1,1
3537,0,0,0,0,0,0
3538,1,1,1,1,1,1
3539,0,0,0,0,0,0
3540,0,0,0,0,0,0
3541,1,1,1,1,1,1
3542,1,1,1,1,1,1
3543,0,0,0,0,0,0
3544,1,1,1,1,1,1
3545,1,1,0,1,0.75,1
3546,1,1,1,1,1,1
3547,0,0,0,0,0,0
3548,1,1,1,1,1,1
3549,0,1,0,1,0.5,1
3550,0,0,0,0,0,0
3551,1,1,1,1,1,1
3552,1,1,1,1,1,1
3553,1,1,1,1,1,1
3554,0,0,0,0,0,0
3555,1,1,1,0,0.75,1
3556,0,0,0,0,0,0
3557,1,1,1,1,1,1
3558,0,0,0,0,0,0
3559,0,1,0,0,0.25,0
3560,0,0,0,0,0,0
3561,1,1,1,1,1,1
3562,0,0,0,0,0,0
3563,1,1,1,1,1,1
3564,1,1,1,0,0.75,1
3565,1,1,1,1,1,1
3566,0,1,0,0,0.25,0
3567,1,1,1,1,1,1
3568,1,1,1,1,1,1
3569,1,1,1,1,1,1
3570,1,0,0,1,0.5,1
3571,1,1,1,1,1,1
3572,0,0,0,0,0,0
3573,1,1,1,1,1,1
3574,1,0,1,1,0.75,1
3575,0,0,0,0,0,0
3576,0,0,0,0,0,0
3577,0,0,0,0,0,0
3578,1,1,0,1,0.75,1
3579,0,0,0,0,0,0
3580,0,1,1,1,0.75,1
3581,0,0,0,0,0,0
3582,0,1,0,1,0.5,1
3583,0,1,0,0,0.25,0
3584,1,1,1,1,1,1
3585,0,0,0,0,0,0
3586,1,1,1,1,1,1
3587,0,0,0,0,0,0
3588,0,0,0,0,0,0
3589,0,1,0,1,0.5,1
3590,1,1,1,1,1,1
3591,0,0,0,0,0,0
3592,0,1,0,0,0.25,0
3593,0,0,0,0,0,0
3594,1,1,1,1,1,1
3595,1,1,1,0,0.75,1
3596,0,1,0,0,0.25,0
3597,1,1,1,1,1,1
3598,1,1,1,1,1,1
3599,1,1,0,1,0.75,1
3600,0,1,0,0,0.25,0
3601,0,0,0,0,0,0
3602,0,1,0,1,0.5,1
3603,1,1,1,1,1,1
3604,0,1,1,0,0.5,1
3605,0,0,0,0,0,0
3606,0,1,0,0,0.25,0
3607,1,1,1,1,1,1
3608,1,1,1,1,1,1
3609,1,1,0,1,0.75,1
3610,1,1,1,0,0.75,1
3611,1,1,1,1,1,1
3612,1,1,1,1,1,1
3613,1,1,0,1,0.75,1
3614,0,0,0,0,0,0
3615,1,1,1,1,1,1
3616,0,0,0,0,0,0
3617,0,0,0,0,0,0
3618,0,0,0,0,0,0
3619,1,1,1,0,0.75,1
3620,0,1,0,0,0.25,0
3621,1,1,0,1,0.75,1
3622,0,1,0,0,0.25,0
3623,1,1,1,1,1,1
3624,1,1,0,1,0.75,1
3625,1,1,1,1,1,1
3626,1,1,1,0,0.75,1
3627,0,0,0,0,0,0
3628,0,0,0,0,0,0
3629,0,0,0,0,0,0
3630,0,0,0,0,0,0
3631,1,1,1,1,1,1
3632,1,1,1,1,1,1
3633,0,0,0,0,0,0
3634,0,0,0,0,0,0
3635,0,0,0,0,0,0
3636,1,1,0,0,0.5,1
3637,1,1,0,1,0.75,1
3638,1,1,0,0,0.5,1
3639,1,1,0,1,0.75,1
3640,1,1,1,1,1,1
3641,1,1,1,1,1,1
3642,1,1,1,1,1,1
3643,0,0,0,0,0,0
3644,1,1,1,1,1,1
3645,0,1,0,1,0.5,1
3646,0,1,0,0,0.25,0
3647,0,0,0,0,0,0
3648,1,1,1,1,1,1
3649,0,0,0,0,0,0
3650,0,0,0,0,0,0
3651,1,1,0,0,0.5,1
3652,1,1,1,1,1,1
3653,1,1,1,1,1,1
3654,1,1,1,1,1,1
3655,0,0,0,0,0,0
3656,0,0,0,0,0,0
3657,0,0,0,0,0,0
3658,1,1,1,0,0.75,1
3659,1,1,1,1,1,1
3660,1,1,1,1,1,1
3661,1,1,1,1,1,1
3662,1,1,1,1,1,1
3663,1,1,1,1,1,1
3664,1,1,1,1,1,1
3665,0,0,0,0,0,0
3666,1,1,1,1,1,1
3667,0,0,0,0,0,0
3668,1,1,1,1,1,1
3669,0,0,0,1,0.25,0
3670,1,1,1,1,1,1
3671,1,1,1,1,1,1
3672,0,0,0,0,0,0
3673,1,1,1,1,1,1
3674,0,0,0,0,0,0
3675,1,1,1,1,1,1
3676,1,1,1,1,1,1
3677,0,0,0,0,0,0
3678,1,1,0,1,0.75,1
3679,0,0,0,0,0,0
3680,1,1,0,1,0.75,1
3681,0,0,0,0,0,0
3682,1,1,1,1,1,1
3683,1,1,1,1,1,1
3684,0,0,0,0,0,0
3685,0,0,0,0,0,0
3686,1,1,1,1,1,1
3687,0,0,0,0,0,0
3688,0,0,0,1,0.25,0
3689,1,1,1,1,1,1
3690,0,0,0,0,0,0
3691,1,0,1,0,0.5,1
3692,1,1,1,1,1,1
3693,0,0,0,0,0,0
3694,0,0,0,0,0,0
3695,1,1,1,1,1,1
3696,1,1,1,1,1,1
3697,0,1,0,1,0.5,1
3698,0,0,0,0,0,0
3699,0,0,0,0,0,0
3700,1,1,1,1,1,1
3701,0,1,1,1,0.75,1
3702,0,1,0,0,0.25,0
3703,1,1,1,1,1,1
3704,0,0,0,0,0,0
3705,1,1,1,1,1,1
3706,1,1,1,1,1,1
3707,1,1,1,1,1,1
3708,1,1,1,1,1,1
3709,1,1,1,1,1,1
3710,0,0,0,0,0,0
3711,1,1,1,1,1,1
3712,1,1,1,1,1,1
3713,0,1,0,1,0.5,1
3714,1,1,1,1,1,1
3715,1,1,1,1,1,1
3716,1,1,1,1,1,1
3717,1,1,1,1,1,1
3718,0,0,0,0,0,0
3719,0,0,0,0,0,0
3720,1,1,0,0,0.5,1
3721,1,1,1,1,1,1
3722,0,0,1,0,0.25,0
3723,1,1,1,1,1,1
3724,0,1,0,0,0.25,0
3725,1,1,1,1,1,1
3726,1,1,1,1,1,1
3727,0,1,0,1,0.5,1
3728,1,1,0,0,0.5,1
3729,0,0,0,0,0,0
3730,0,0,0,0,0,0
3731,0,0,0,0,0,0
3732,1,1,0,1,0.75,1
3733,1,1,0,1,0.75,1
3734,0,0,0,0,0,0
3735,0,0,0,0,0,0
3736,1,1,0,0,0.5,1
3737,1,0,0,1,0.5,1
3738,1,1,1,0,0.75,1
3739,0,0,0,0,0,0
3740,1,0,0,0,0.25,0
3741,0,0,0,0,0,0
3742,0,0,0,0,0,0
3743,1,1,1,1,1,1
3744,1,1,0,0,0.5,1
3745,1,1,0,0,0.5,1
3746,0,0,0,0,0,0
3747,0,0,0,0,0,0
3748,0,0,0,0,0,0
3749,0,1,1,0,0.5,1
3750,1,1,1,1,1,1
3751,0,1,0,0,0.25,0
3752,0,0,0,0,0,0
3753,1,1,1,1,1,1
3754,0,1,0,0,0.25,0
3755,0,0,0,0,0,0
3756,0,0,0,0,0,0
3757,0,1,1,1,0.75,1
3758,1,1,1,1,1,1
3759,1,1,1,1,1,1
3760,0,0,0,0,0,0
3761,1,1,1,0,0.75,1
3762,0,0,0,0,0,0
3763,1,1,1,0,0.75,1
3764,1,1,1,1,1,1
3765,0,1,0,0,0.25,0
3766,1,1,1,1,1,1
3767,0,0,0,0,0,0
3768,1,1,1,1,1,1
3769,1,1,1,1,1,1
3770,1,1,1,1,1,1
3771,0,0,0,0,0,0
3772,0,1,0,1,0.5,1
3773,1,1,1,1,1,1
3774,0,1,0,0,0.25,0
3775,0,0,0,0,0,0
3776,0,0,0,0,0,0
3777,1,1,1,1,1,1
3778,1,1,1,1,1,1
3779,0,1,1,1,0.75,1
3780,0,0,0,0,0,0
3781,0,0,0,1,0.25,0
3782,1,1,1,1,1,1
3783,1,1,1,1,1,1
3784,1,1,1,1,1,1
3785,0,0,0,0,0,0
3786,0,0,0,0,0,0
3787,0,0,0,0,0,0
3788,0,0,0,0,0,0
3789,1,1,1,1,1,1
3790,1,1,1,1,1,1
3791,0,0,0,0,0,0
3792,0,0,0,0,0,0
3793,1,1,1,1,1,1
3794,1,1,1,1,1,1
3795,1,1,1,1,1,1
3796,0,0,0,0,0,0
3797,1,1,1,1,1,1
3798,1,1,0,1,0.75,1
3799,1,1,1,1,1,1
3800,1,1,1,1,1,1
3801,0,1,1,0,0.5,1
3802,1,1,1,1,1,1
3803,0,0,0,0,0,0
3804,1,1,1,1,1,1
3805,1,1,1,1,1,1
3806,1,1,1,1,1,1
3807,0,0,0,0,0,0
3808,0,0,0,0,0,0
3809,0,1,0,0,0.25,0
3810,1,1,1,1,1,1
3811,1,1,1,1,1,1
3812,1,1,1,1,1,1
3813,1,1,1,1,1,1
3814,0,1,1,0,0.5,1
3815,0,0,0,0,0,0
3816,1,1,1,1,1,1
3817,0,0,0,0,0,0
3818,0,0,0,0,0,0
3819,1,1,1,1,1,1
3820,0,1,0,0,0.25,0
3821,1,1,1,1,1,1
3822,1,1,1,1,1,1
3823,1,1,1,1,1,1
3824,0,0,0,0,0,0
3825,1,1,0,1,0.75,1
3826,1,1,1,1,1,1
3827,0,1,0,0,0.25,0
3828,1,1,1,1,1,1
3829,0,0,0,0,0,0
3830,0,1,0,1,0.5,1
3831,0,0,0,0,0,0
3832,1,1,1,1,1,1
3833,1,1,1,1,1,1
3834,0,0,0,0,0,0
3835,0,0,0,0,0,0
3836,0,1,0,1,0.5,1
3837,1,1,1,1,1,1
3838,1,1,1,1,1,1
3839,1,1,1,1,1,1
3840,1,1,1,1,1,1
3841,1,1,1,1,1,1
3842,0,0,0,0,0,0
3843,1,1,0,1,0.75,1
3844,1,1,1,1,1,1
3845,0,0,0,0,0,0
3846,0,0,0,0,0,0
3847,1,1,1,1,1,1
3848,0,0,0,0,0,0
3849,0,0,0,0,0,0
3850,0,0,0,0,0,0
3851,1,1,1,1,1,1
3852,0,0,0,0,0,0
3853,1,1,1,1,1,1
3854,0,0,0,0,0,0
3855,0,1,0,0,0.25,0
3856,1,1,1,1,1,1
3857,0,1,0,1,0.5,1
3858,1,1,1,1,1,1
3859,1,1,1,1,1,1
3860,0,0,0,0,0,0
3861,1,1,1,1,1,1
3862,1,1,1,1,1,1
3863,1,1,1,1,1,1
3864,1,1,1,1,1,1
3865,1,1,1,1,1,1
3866,1,1,0,1,0.75,1
3867,0,0,0,0,0,0
3868,1,1,1,0,0.75,1
3869,1,1,1,1,1,1
3870,1,1,1,1,1,1
3871,1,1,1,1,1,1
3872,0,0,0,0,0,0
3873,1,1,1,1,1,1
3874,1,1,1,1,1,1
3875,1,0,0,0,0.25,0
3876,1,1,1,1,1,1
3877,1,0,1,1,0.75,1
3878,0,1,0,0,0.25,0
3879,0,0,1,1,0.5,1
3880,1,1,0,0,0.5,1
3881,1,1,1,1,1,1
3882,0,0,0,0,0,0
3883,1,1,1,1,1,1
3884,0,0,0,0,0,0
3885,1,1,1,1,1,1
3886,1,1,1,1,1,1
3887,1,1,1,1,1,1
3888,1,0,1,1,0.75,1
3889,1,1,1,1,1,1
3890,1,1,1,1,1,1
3891,1,1,1,1,1,1
3892,1,1,0,1,0.75,1
3893,1,1,1,1,1,1
3894,0,0,0,0,0,0
3895,0,0,0,1,0.25,0
3896,0,0,0,0,0,0
3897,0,0,0,0,0,0
3898,0,0,0,0,0,0
3899,0,0,0,0,0,0
3900,0,0,0,0,0,0
3901,1,1,1,0,0.75,1
3902,1,1,1,0,0.75,1
3903,1,1,1,1,1,1
3904,1,1,1,1,1,1
3905,1,1,1,1,1,1
3906,1,1,1,1,1,1
3907,1,1,1,1,1,1
3908,0,1,0,0,0.25,0
3909,0,0,0,1,0.25,0
3910,0,1,0,0,0.25,0
3911,1,1,1,1,1,1
3912,1,1,0,1,0.75,1
3913,1,1,1,1,1,1
3914,0,1,0,0,0.25,0
3915,1,1,1,1,1,1
3916,0,0,0,0,0,0
3917,0,0,0,0,0,0
3918,0,0,0,0,0,0
3919,1,1,1,1,1,1
3920,1,1,1,1,1,1
3921,1,1,1,1,1,1
3922,0,0,0,0,0,0
3923,1,1,1,1,1,1
3924,1,1,1,1,1,1
3925,0,1,1,1,0.75,1
3926,1,1,1,1,1,1
3927,0,0,0,0,0,0
3928,1,1,1,0,0.75,1
3929,0,0,0,0,0,0
3930,1,1,1,1,1,1
3931,1,1,0,1,0.75,1
3932,0,0,0,0,0,0
3933,0,0,0,0,0,0
3934,1,1,1,1,1,1
3935,1,0,1,1,0.75,1
3936,0,0,0,0,0,0
3937,1,1,1,1,1,1
3938,1,1,1,1,1,1
3939,1,1,1,1,1,1
3940,1,1,1,1,1,1
3941,1,1,1,1,1,1
3942,1,1,0,1,0.75,1
3943,1,1,1,1,1,1
3944,0,1,0,0,0.25,0
3945,1,1,1,1,1,1
3946,1,1,0,0,0.5,1
3947,1,1,1,1,1,1
3948,1,1,1,0,0.75,1
3949,0,0,0,0,0,0
3950,1,1,1,1,1,1
3951,0,0,0,0,0,0
3952,0,0,0,0,0,0
3953,1,1,1,1,1,1
3954,1,1,1,0,0.75,1
3955,0,1,0,0,0.25,0
3956,0,0,0,0,0,0
3957,0,0,0,0,0,0
3958,1,1,1,1,1,1
3959,1,1,1,1,1,1
3960,1,1,0,1,0.75,1
3961,0,0,0,0,0,0
3962,0,1,0,0,0.25,0
3963,0,1,1,0,0.5,1
3964,0,0,0,0,0,0
3965,0,0,0,0,0,0
3966,0,0,0,0,0,0
3967,1,1,1,1,1,1
3968,1,1,1,1,1,1
3969,0,1,0,1,0.5,1
3970,0,0,0,0,0,0
3971,1,0,0,1,0.5,1
3972,1,1,1,1,1,1
3973,1,1,1,1,1,1
3974,1,1,1,1,1,1
3975,1,1,1,1,1,1
3976,1,1,1,1,1,1
3977,0,0,0,0,0,0
3978,0,0,0,0,0,0
3979,1,1,1,1,1,1
3980,0,0,0,0,0,0
3981,0,0,0,0,0,0
3982,0,0,0,0,0,0
3983,1,1,1,1,1,1
3984,1,1,1,1,1,1
3985,1,1,1,1,1,1
3986,1,1,1,1,1,1
3987,1,1,1,1,1,1
3988,1,1,1,1,1,1
3989,1,1,1,1,1,1
3990,0,0,0,0,0,0
3991,1,1,1,1,1,1
3992,1,1,1,1,1,1
3993,1,1,1,1,1,1
3994,1,1,1,1,1,1
3995,0,0,0,0,0,0
3996,1,1,1,0,0.75,1
3997,1,1,1,1,1,1
3998,1,1,1,1,1,1
3999,1,1,1,1,1,1
4000,1,1,1,1,1,1
4001,0,1,0,0,0.25,0
4002,0,0,0,0,0,0
4003,1,1,1,1,1,1
4004,1,1,1,1,1,1
4005,1,1,1,1,1,1
4006,1,0,1,1,0.75,1
4007,0,0,0,0,0,0
4008,0,0,1,1,0.5,1
4009,1,1,1,1,1,1
4010,0,0,1,0,0.25,0
4011,1,1,1,1,1,1
4012,1,1,1,1,1,1
4013,0,1,0,0,0.25,0
4014,1,1,1,1,1,1
4015,1,1,1,1,1,1
4016,0,0,0,0,0,0
4017,1,1,1,1,1,1
4018,0,0,0,0,0,0
4019,1,1,1,1,1,1
4020,1,1,1,1,1,1
4021,1,1,1,1,1,1
4022,0,0,0,0,0,0
4023,1,1,1,1,1,1
4024,0,0,0,0,0,0
4025,0,0,0,0,0,0
4026,1,1,1,1,1,1
4027,1,1,1,1,1,1
4028,0,1,1,1,0.75,1
4029,1,1,1,1,1,1
4030,1,1,1,1,1,1
4031,1,1,1,1,1,1
4032,0,0,0,0,0,0
4033,1,1,1,1,1,1
4034,0,0,0,0,0,0
4035,1,1,1,0,0.75,1
4036,0,0,0,0,0,0
4037,0,1,1,1,0.75,1
4038,1,0,0,1,0.5,1
4039,0,0,0,0,0,0
4040,0,0,1,1,0.5,1
4041,1,1,1,1,1,1
4042,0,0,0,0,0,0
4043,0,0,0,0,0,0
4044,1,1,1,1,1,1
4045,1,1,1,1,1,1
4046,0,0,0,0,0,0
4047,1,1,1,1,1,1
4048,0,1,0,0,0.25,0
4049,0,1,0,0,0.25,0
4050,0,0,0,0,0,0
4051,1,1,1,1,1,1
4052,1,1,1,1,1,1
4053,0,0,0,0,0,0
4054,0,0,0,0,0,0
4055,1,1,1,1,1,1
4056,1,1,1,1,1,1
4057,1,1,1,1,1,1
4058,1,1,1,1,1,1
4059,0,0,0,0,0,0
4060,1,1,1,0,0.75,1
4061,1,1,1,1,1,1
4062,0,0,0,0,0,0
4063,0,1,0,1,0.5,1
4064,1,0,1,1,0.75,1
4065,1,1,1,1,1,1
4066,1,1,1,1,1,1
4067,1,1,1,1,1,1
4068,1,0,1,0,0.5,1
4069,1,1,1,1,1,1
4070,0,0,0,0,0,0
4071,0,1,0,1,0.5,1
4072,1,1,1,1,1,1
4073,1,1,1,1,1,1
4074,0,0,0,0,0,0
4075,1,1,1,1,1,1
4076,0,0,0,0,0,0
4077,0,0,0,0,0,0
4078,0,0,0,0,0,0
4079,1,1,1,1,1,1
4080,0,1,0,0,0.25,0
4081,1,1,1,1,1,1
4082,0,0,0,0,0,0
4083,1,1,1,1,1,1
4084,1,1,1,1,1,1
4085,1,1,1,1,1,1
4086,0,0,0,0,0,0
4087,1,0,1,1,0.75,1
4088,1,1,1,1,1,1
4089,1,1,0,1,0.75,1
4090,1,1,1,1,1,1
4091,1,1,1,1,1,1
4092,0,0,0,0,0,0
4093,0,0,0,0,0,0
4094,1,1,1,1,1,1
4095,1,1,1,1,1,1
4096,0,0,0,0,0,0
4097,1,1,1,1,1,1
4098,0,0,0,0,0,0
4099,1,1,1,1,1,1
4100,1,1,1,1,1,1
4101,1,1,1,1,1,1
4102,1,1,1,1,1,1
4103,1,0,0,0,0.25,0
4104,1,1,1,1,1,1
4105,0,0,0,0,0,0
4106,1,1,1,1,1,1
4107,1,1,1,1,1,1
4108,1,1,1,1,1,1
4109,1,1,1,1,1,1
4110,0,0,0,0,0,0
4111,0,0,0,0,0,0
4112,1,1,1,1,1,1
4113,1,1,1,1,1,1
4114,1,1,1,0,0.75,1
4115,0,0,0,0,0,0
4116,0,0,0,0,0,0
4117,1,1,1,1,1,1
4118,1,1,1,0,0.75,1
4119,0,0,1,0,0.25,0
4120,1,1,1,1,1,1
4121,1,1,1,1,1,1
4122,0,0,0,0,0,0
4123,1,1,1,1,1,1
4124,1,0,0,0,0.25,0
4125,0,0,0,0,0,0
4126,0,1,1,0,0.5,1
4127,0,0,0,0,0,0
4128,1,1,1,1,1,1
4129,0,0,0,0,0,0
4130,0,0,0,0,0,0
4131,0,0,0,0,0,0
4132,1,1,1,1,1,1
4133,1,1,1,1,1,1
4134,1,1,1,1,1,1
4135,0,0,0,0,0,0
4136,1,1,1,1,1,1
4137,1,1,1,0,0.75,1
4138,1,1,1,1,1,1
4139,0,0,0,0,0,0
4140,0,0,0,0,0,0
4141,0,1,0,0,0.25,0
4142,1,1,1,1,1,1
4143,0,0,0,0,0,0
4144,0,0,0,0,0,0
4145,1,0,0,1,0.5,1
4146,1,1,1,1,1,1
4147,0,1,0,0,0.25,0
4148,1,1,0,1,0.75,1
4149,0,0,0,0,0,0
4150,1,1,1,1,1,1
4151,1,1,0,0,0.5,1
4152,1,1,1,1,1,1
4153,0,1,0,0,0.25,0
4154,1,1,1,1,1,1
4155,0,0,0,0,0,0
4156,1,0,0,0,0.25,0
4157,0,1,1,1,0.75,1
4158,1,1,0,1,0.75,1
4159,0,0,0,0,0,0
4160,0,0,0,0,0,0
4161,0,0,0,0,0,0
4162,0,0,0,0,0,0
4163,1,1,1,0,0.75,1
4164,0,0,0,0,0,0
4165,0,0,0,0,0,0
4166,0,0,0,0,0,0
4167,0,0,0,0,0,0
4168,1,1,0,1,0.75,1
4169,0,0,0,0,0,0
4170,1,1,1,1,1,1
4171,1,1,1,1,1,1
4172,1,1,1,1,1,1
4173,1,1,1,1,1,1
4174,1,1,1,1,1,1
4175,0,0,0,0,0,0
4176,1,1,1,1,1,1
4177,1,1,1,1,1,1
4178,1,0,0,0,0.25,0
4179,0,0,0,0,0,0
4180,0,0,0,0,0,0
4181,0,0,0,0,0,0
